name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Le Van Hanh,BFT803982,3,2,2,47.33,603,72.84,1,2,0.51,0.26,3346,50000000,1224077,51224077,4/2/25,11/3/84,09c4b0430ed1691dff72b0b49ed74a0d
Tran Thi Lan,BFT572715,3,2,1,35.64,638,56.6,1,1,0.53,0.27,9430,87000000,-547760.0358,86445793,18/5/25,18/4/80,d30ba8079887adb4b19501421f39ab03
Ngo Van Cong,BFT753077,2,0,0,227.54,661,59.51,1,0,0.55,0.28,10710,50000000,-2523436.195,47468050,25/10/24,14/8/91,a805e485e791243a459e7cd4f944943c
Pham Van Minh,BFT887265,2,2,0,163.24,470,61.98,0,1,0.42,0.2,12046,80000000,-5205660.052,75258464,25/5/25,4/12/82,613040206d3c9bf2dadb0b8b32828015
Tran Van Quyen,BFT765014,4,2,1,8.51,594,68.3,1,0,0.5,0.25,11052,87000000,-599447.6813,86424217,6/2/25,11/11/86,1c8d0c897826173bc9c95cd56a53e77a
Truong Thi Hue,BFT684991,3,1,0,113.56,560,71.52,1,2,0.48,0.24,8127,45000000,-1522158,43537230,7/11/24,12/1/88,467ebf281faa63ff1f6c33043650aa45
Do Van Tu,BFT890007,2,1,1,114.44,604,116.41,1,0,0.51,0.26,13208,87000000,750292.9644,87760994,30/8/24,25/1/00,af6f87c87306a96b03e77eb3373cc2c0
Bui Van Bao,BFT117721,2,2,1,97.83,569,83.79,1,2,1,0.25,7509,250000000,5349689,255533398,10/1/25,4/2/82,f526dc8d6c81b4327de38620b0d305e9
Dang Van Cuong,BFT301485,2,3,2,109.76,458,82.86,0,0,0.42,0.2,13673,250000000,675879.7206,250742085,6/10/24,16/8/91,1a679b281e6267752d304388b1b38f55
Pham Van Tai,BFT391792,1,1,1,87.46,495,60.61,1,1,0.44,0.21,12916,80000000,-2698793.288,77348056,8/9/24,4/11/85,01a3c88b24d34bdb69ac5ed53aeebfca
Bui Thi Ngoc,BFT765833,2,2,1,85.14,846,117.37,2,0,0.66,0.37,11452,80000000,4607888.337,84831591,25/1/25,4/8/89,af9ed767e6eb6b6404cf23607fe8ea58
Dinh Thi Hue,BFT315737,2,2,2,100.09,429,51.64,0,0,0.4,0.19,7074,80000000,-2658494.376,77234480,30/12/24,2/1/85,87f5aa07d3245cfbe06c3bfff7b37036
Bui Thi Canh,BFT855475,1,1,1,4.11,661,49.23,1,0,0.55,0.28,10158,75000000,-2406003.82,72501120,25/6/24,10/10/86,7f68b92f67525d05bb055e6f8e996f0f
Do Van Duc,BFT347954,2,2,1,128.11,539,80.66,2,0,0.63,0.33,6379,80000000,1267042.156,81338095,20/11/24,7/2/97,f2a2cd29e48e19082caabb28523e1e1b
Vu Thi Duyen,BFT982467,0,1,1,207.45,667,75.08,1,1,0.55,0.28,10427,87000000,-797477.548,86168428,1/11/24,30/1/89,83f6efeb8262dac8ecad113de3690f4d
Truong Van Bao,BFT491299,3,1,0,160.4,535,77.06,2,1,0.63,0.33,13249,80000000,-139099.2798,79856448,1/4/25,22/7/82,00abb8b6a9a352ad0fdea55d4a4e19c6
Dinh Thi Bao,BFT852281,4,2,2,88.83,421,64.73,0,1,0.4,0.18,14283,80000000,-593939.584,79396096,9/10/24,26/8/99,24eb1c30ce0dfa0e25b6c0a375d252ed
Dinh Van Manh,BFT128325,2,2,1,212.13,641,84.36,1,2,0.53,0.27,13453,80000000,1724231.849,81679065,15/3/25,23/11/80,82231865cb778a143947052a782b26af
Do Van Hue,BFT499180,2,2,0,148.2,675,53.85,1,2,0.55,0.29,11318,56000000,-1096189,54903811,27/9/24,6/5/83,a211fa922524fd075bcb5cceb50699ca
Dinh Thi Khanh,BFT193225,1,1,0,253.01,515,105.51,1,1,0.45,0.22,7852,56000000,-1624554,54375446,13/5/25,24/11/92,086006b7750e7c67344b4844dd9ff09b
Tran Thi Nga,BFT472959,5,5,2,93.19,826,78.06,2,1,0.66,0.36,4922,75000000,8077750.622,82841715,23/5/25,7/8/84,75308ddf39af021da940a0cb0ac293c5
Hoang Thi Thy,BFT334664,3,3,1,103.75,782,94.04,1,1,0.37,0.23,12541,80000000,2185769.51,82282788,6/3/25,20/1/86,2efed22a16decebfc2b5a76f0fb6a881
Do Van Tuan,BFT860698,2,1,1,32,481,72.01,0,0,0.43,0.21,8602,92000000,-4797784.554,87076546,28/10/24,4/9/88,160dd8fecb1e66da88d8c14537a7c5ee
Pham Thi Tuyet,BFT200924,2,1,0,43.31,383,106.51,0,0,0.38,0.17,6799,80000000,-5403943.661,74563272,19/2/25,28/10/85,9a8abd7c61250c247fa39e5770a9f7aa
Tran Thi Tam,BFT310630,2,2,0,79.34,646,84.9,1,1,0.54,0.28,9638,80000000,-1272868.406,78808752,10/2/25,30/6/82,144bcf6a5a0ba4ddac28ee608642c3a5
Tran Thi Phuong,BFT704403,2,1,2,56.97,862,113.65,2,2,0.67,0.37,9202,75000000,5795724.856,81205379,29/7/24,26/2/89,e62e310d515a0db8644a1a04911fbca8
Ngo Van Binh,BFT438740,4,2,0,77.93,466,87.54,0,1,0.42,0.2,10228,50000000,-2077060.889,47936030,8/1/25,27/2/86,43bf7a7d246a195a2d97af1e625d6569
Do Van Chien,BFT740789,1,0,2,91.74,661,126.68,1,2,0.55,0.28,8421,75000000,3143352.886,77817762,20/9/24,30/11/94,b7f6820ebcb78cec09a10d394ed5e25a
Vu Van Viet,BFT448734,3,0,2,,384,59.05,0,2,0.38,0.17,11210,65000000,-2343612.9,62769688,21/12/24,17/2/85,16c96bea307519dc5192727e3fa457a0
Dinh Van Phuc,BFT866189,2,3,0,156.78,853,93.21,2,2,0.67,0.37,14838,100000000,5349650.84,105296684,31/8/24,12/11/02,34c52f807a387260accd33f63dbdda28
Do Thi Nhung,BFT361231,,3,0,88.96,770,80.57,1,0,0.46,0.23,10539,92000000,-842738.5692,91157942,14/10/24,18/6/87,d57b6d2eda5aedb8f4d4a215ebd671d7
Truong Thi Dung,BFT547186,5,2,1,70.98,441,92.74,0,1,0.41,0.19,15112,92000000,-855054,91178780,29/4/25,12/12/84,5eb00a50e2eb0b2f75b6e59d63f2e296
Duong Van Linh,BFT590434,2,4,0,188.37,494,68.4,1,1,0.44,0.21,7006,87000000,-1644754.496,85342563,25/7/24,4/12/80,e8c7223d3710b19b13aeba2428d1ce40
Duong Van Dung,BFT286516,1,2,1,11.24,539,87.35,2,0,0.63,0.33,13975,100000000,1876500.886,102008031,27/2/25,13/8/93,ca1346e230bb73c0cd45e3472e34d348
Pham Thi Lan,BFT186812,3,3,2,57.5,462,72.26,0,1,0.42,0.2,7890,80000000,68975,80074230,11/4/25,5/8/86,8691d6d8716f5615d27d6d41938e745c
Vu Thi Dung,BFT790217,2,1,0,48.77,733,71.56,2,0,0.32,0.31,7003,50000000,-1431512.017,48658930,1/10/24,4/7/91,a203bb9316f0d5c7ea6e785b80bb9fd3
Do Van Thuc,BFT218486,3,2,0,141.66,650,93.36,1,1,0.54,0.28,11385,50000000,-136914.8638,49874990,8/10/24,24/12/89,ae522130911372366a82e9b96562af7b
Ngo Van Minh,BFT169847,4,2,2,71.48,822,67.36,2,1,0.66,0.36,2345,80000000,4962996.39,84760668,29/11/24,14/9/85,56dbb4ce5f219cd9caa775a8062ed11c
Do Van Kiet,BFT454940,4,3,1,98.63,409,92.06,0,2,0.39,0.18,4062,100000000,-909676.8072,99148010,22/2/25,28/4/85,a7e202a043d46e6232411692bfe0ca01
Duong Thi Giang,BFT452921,4,5,0,248.42,420,91.35,0,4,0.4,0.18,11155,87000000,1228505.178,88200528,26/8/24,3/4/89,6aa3119ccfe19debd71ce4ecac2f5bf0
Tran Thi Nam,BFT695857,3,1,2,129.76,688,79.76,1,2,0.56,0.29,4545,250000000,6797303.659,257435945,12/5/25,10/5/89,247f907099c53aed4b25a710dfd12674
Pham Van Bao,BFT810127,3,3,1,153.08,603,108.49,1,0,0.51,0.26,11030,50000000,1471956.27,51427791,4/11/24,17/12/82,098dfd993165bc769972a8600e2930e0
Truong Thi Ngoc,BFT604564,2,2,0,102.83,449,98.19,4,1,0.41,0.19,6907,65000000,1240465.614,66216262,20/9/24,7/10/82,f13cfc83e34858af2a4e44c5d628964b
Truong Van Huy,BFT632654,3,0,0,196.18,797,54.45,2,2,0.64,0.34,11856,65000000,-313453,64696002,14/12/24,16/2/86,36477b04765a823c1ad0f6dd7d301bc5
Pham Van Chau,BFT610089,3,3,1,138.15,537,115.31,2,2,0.63,0.33,8904,87000000,5916524,92797672,12/2/25,29/3/87,92119e3e157d2abab2cd738cccdf333a
Truong Thi Linh,BFT333664,4,1,0,62.97,807,93.6,2,0,0.65,0.35,6513,87000000,1011526.594,88007175,28/5/25,28/3/91,2926ef8d91bc42e9b96d031d4ee95867
Bui Van Quan,BFT171780,3,2,1,207.52,765,76.95,2,1,0.62,0.32,8105,65000000,2794204.345,67540326,11/9/24,20/11/85,8cfda598fa5768a84c65d9e97e737321
Nguyen Van Hieu,BFT627741,5,2,1,129.91,585,110.19,1,1,0.5,0.25,5223,100000000,2548250.604,102537718,9/7/24,22/12/85,a4ef71cae377b85bf523543bb1c1fc94
Bui Thi Thuy,BFT658348,2,1,2,131.25,558,114.19,1,2,0.48,0.24,12707,65000000,2683100,67559233,28/8/24,24/4/87,f39494fca55e2921b9ff1d31d19d003d
Duong Thi Vi,BFT388510,3,1,1,129.9,656,70.24,1,0,0.54,0.28,8945,45000000,-489643,44482298,3/7/24,5/7/84,48e37a6d866ae7666d07d995e9dad97b
Ngo Van Vinh,BFT315022,0,3,1,190.97,712,92.64,0,1,0.58,0.3,10680,92000000,920748.4032,92890128,15/8/24,19/8/82,14dd59050a57c5d042c83e925e2f1ad2
Vu Van Khoa,BFT378605,4,0,0,42.17,751,44,2,1,0.6,0.32,9583,56000000,-1435114.923,54590413,21/8/24,14/4/90,867ee538ea63de7b3d70a3991c5a586f
Nguyen Van Hoai,BFT548317,3,2,0,68.98,670,69.5,1,0,0.55,0.29,12665,250000000,-5622060.313,244658375,4/2/25,8/11/82,5f7f5d1076d6c4a7992822bd38e45e4a
Ngo Van Dau,BFT968375,2,1,0,32.67,724,98.62,2,2,0.59,0.31,12482,250000000,3811674.487,253695990,8/10/24,18/2/86,7b4908ed3ffda747ce0daa7961a6b8a7
Dinh Van Thang,BFT816723,0,5,0,165.03,699,84.03,2,0,0.57,0.3,11035,100000000,2912211,102757514,4/11/24,15/9/87,461f98677723f3b5ac9533eb866543ee
Duong Thi Quyen,BFT716550,1,3,0,86.61,530,95.37,2,1,0.62,0.32,8838,75000000,1098807.05,76058479,12/10/24,8/12/87,353d3d594b454c4fe46cc2b56214cf63
Truong Thi Quyen,BFT128354,4,2,1,112.17,646,86.89,1,1,0.54,0.28,10266,75000000,1434987.84,76447997,8/7/24,7/10/89,964bfe1a368d03db85340f5decd571ab
Pham Thi Hang,BFT227132,2,0,1,138.19,542,120.53,2,0,0.64,0.33,7877,45000000,928851.0768,45906904,22/3/25,9/4/83,f8d697aa577351c8f2994e0c3e283d1f
Truong Van Hao,BFT369327,3,2,0,109.86,508,116.2,1,0,0.45,0.22,13710,80000000,-830712.5532,79183488,25/2/25,24/11/94,07da7d513ee099631be76a1973dfc3f7
Le Van Ngoc,BFT210253,4,3,1,192.89,642,104.3,1,2,0.53,0.27,13110,250000000,12786348.53,262491548,25/9/24,8/2/83,cde7e524d163db75cdc29e6431df9a27
Duong Van Oanh,BFT187157,1,1,0,134.05,771,134.26,1,1,0.46,0.23,9173,250000000,-361479.9286,249676250,23/8/24,20/10/83,e0ad2a861c67495a2cd0777959f12dee
Do Van Khanh,BFT946264,4,3,1,132.38,317,88.59,1,2,0.6,0.13,7499,92000000,652166.2994,92769472,16/5/25,8/1/84,e62dcc0fe40c2632ab5e8f3670d44459
Bui Thi Kieu,BFT369201,2,1,0,182.11,489,83.84,0,2,0.43,0.21,8483,92000000,-5934159.055,87260813,5/11/24,13/10/87,d4375fcb693c077f2a14c0e84c4e7061
Pham Thi Tuan,BFT667264,2,1,1,92.98,710,91.4,0,1,0.58,0.3,8712,65000000,-569024.3533,64409787,9/8/24,11/1/84,147fbe5231c3adabdf6069e5326358fc
Hoang Thi Thanh,BFT974760,2,2,1,78.74,918,74.52,3,1,0.71,0.39,5088,65000000,3253850.45,68920165,30/8/24,20/9/82,367eb3b59ea036a4c4414a83300c4a8c
Pham Van Luan,BFT850664,4,3,0,37.01,525,72.51,1,0,0.46,0.23,13234,75000000,-1671363.534,73439145,12/2/25,21/2/83,abad21f94ae184834d57a564fbfc21ba
Ngo Thi Hang,BFT907631,3,1,2,173.26,439,85.83,0,2,0.41,0.19,4323,200000000,-1729759,198357460,27/1/25,6/11/83,27951244551c57e0d37b2580f396e763
Dinh Van Bao,BFT224435,2,3,1,11.09,609,107.61,1,1,0.52,0.26,11699,80000000,2105345,82222000,8/11/24,6/12/85,fef253604cfac116b198012b98ac33cd
Truong Thi Thuy,BFT737799,2,3,1,40.34,479,97.88,0,1,0.43,0.21,12728,56000000,-369414.8436,55653522,20/3/25,21/10/89,05f949569ab0a10a57fd9bdaf8496858
Truong Thi Dau,BFT574907,2,2,2,127.19,664,101.05,1,0,0.55,0.28,11606,45000000,1774150.803,46762827,17/6/24,24/1/97,2c220f5e282e91574b8b5b8237166a46
Pham Thi Giang,BFT917545,3,1,0,45.35,271,63.25,0,0,0.36,0.11,11271,87000000,-8162780.314,78685445,23/11/24,14/1/90,7c94a2bd5f945adc1adf10a6b7569adf
Le Van Dao,BFT232709,4,2,2,155.05,627,60.1,1,1,0.52,0.27,5911,80000000,1890186.515,81804474,25/1/25,4/5/95,7171175bcd46a50aac7d067ae4de3a28
Vu Thi Lan,BFT511505,2,2,0,138.97,681,74.93,1,2,0.56,0.29,9645,65000000,-588842,64423327,18/4/25,22/4/86,eb51bc1f5a2c24eebf1ce9e25497d531
Dinh Thi Yen,BFT232069,2,2,1,201.56,498,103.31,1,2,0.44,0.22,5397,200000000,1919142,201919142,20/11/24,26/12/84,aa713ec72044a3676e6f2fc2b5ac5818
Do Van Phong,BFT513008,3,1,0,63.23,574,45.57,1,0,0.49,0.25,9385,75000000,-4786735.334,70587113,17/4/25,4/5/82,e606664c2e0048fd835d86f4c8f78eee
Hoang Van Duc,BFT782643,0,3,2,5.1,416,93.75,0,2,0.4,0.18,5771,65000000,-25973,64973487,24/8/24,16/4/88,bb4081931b7f8ec10f43cb34d5cb8a78
Bui Thi Da,BFT341683,2,3,0,105.76,723,68.61,2,1,0.59,0.31,5720,56000000,462585.0372,56465672,7/2/25,23/12/94,7b3c47306f1fef832bf5bde614f95b23
Do Thi Quyen,BFT845722,4,1,2,209.53,881,88.49,2,0,0.68,0.38,13186,120000000,9197712.77,128824439,23/12/24,3/5/96,6f0dbc7f30d7f135e7291d45b9200e21
Nguyen Thi Phuc,BFT381805,1,2,0,167.38,547,108.64,1,0,0.47,0.24,13055,65000000,-1163774.378,63893486,24/8/24,16/7/87,5993749e9e1d8ca7834e4a527b5f31b3
Tran Thi Tam,BFT905620,3,3,1,176.1,449,114.07,0,0,0.41,0.19,7361,45000000,-187747.8252,44796245,8/7/24,1/11/83,1de102d5c9b63c58d81409a0b79d5cb3
Ngo Thi Yen,BFT579812,3,2,0,94.67,393,79.98,0,1,0.38,0.17,9582,250000000,-14689987.1,235715300,27/11/24,3/11/93,cee56be91e17987cbacad332cca860a1
Ngo Van Luu,BFT734529,5,2,1,235.6,641,93.62,1,0,0.53,0.27,10992,75000000,1609246.979,76748133,5/10/24,5/12/91,076006f78ded265524eaca2003b69bb0
Ngo Van Quyen,BFT923550,1,2,0,70.09,882,98.17,3,2,0.69,0.38,13606,65000000,3603765,68706433,13/8/24,29/3/93,f9aacc6a480dcb35c650e4fab6a6af3e
Dinh Thi Thu,BFT787481,4,3,0,13.41,583,95.33,1,1,0.5,0.25,13861,56000000,233062.472,56251084,25/2/25,22/9/00,aea7d02b2019374d19b821f13161a39a
Dinh Thi Hien,BFT606747,2,4,0,121.07,483,59.04,0,2,0.43,0.21,12376,56000000,-1734725.525,54197875,30/3/25,5/9/84,24d508444ffe3cf8f67dd5f48c4ffcb5
Tran Thi Lan,BFT696623,3,1,1,108.16,413,80.02,0,1,0.39,0.18,5241,80000000,-3856841,76354248,29/4/25,1/7/87,2a9de6d2de225d2c5c412bafc3a742ab
Bui Van Minh,BFT529502,3,2,2,125.09,598,89.29,1,1,0.5,0.26,7139,80000000,2640122.238,82586879,2/5/25,7/5/86,e5cd1c27a00079b614683a7bdfc0eb16
Nguyen Van Giang,BFT905015,3,2,0,146.49,541,86.01,2,1,0.64,0.33,15553,92000000,1454878.191,93490569,15/10/24,14/6/88,742281288ba32797410b031b0a78fc8c
Vu Thi Hien,BFT239319,2,2,1,143.68,737,67.5,2,0,0.33,0.31,7579,300000000,2883526.037,302676921,28/3/25,20/2/82,69c5796f5c39973813c6b543facaea84
Le Van Cuong,BFT852930,2,1,1,174.32,561,90.27,1,0,0.48,0.24,7926,75000000,-1081248.63,73954305,11/9/24,15/7/81,004bfa39be6d70461bf5f968bc489b42
Pham Van Quan,BFT526230,4,2,1,54.95,867,50.64,2,0,0.68,0.37,12555,56000000,1746071,57822051,27/4/25,6/12/84,08862b3de3076f075e0c220415af65fb
Dinh Thi Cam,BFT571886,2,2,2,125.22,472,66.94,0,0,0.42,0.2,12554,100000000,-1729263,98349310,19/5/25,13/10/81,1d7ab2c016673f0fc731f17feab7ad3f
Tran Van Hoai,BFT969399,3,3,1,80.8,509,105.44,1,2,0.45,0.22,6434,80000000,1932330.004,81892529,21/6/24,24/5/84,e5229f1a25b6b52ac5c6dc28d9cb4b6f
Ngo Van Thien,BFT764301,3,2,1,80.95,447,66.36,4,2,0.41,0.19,5295,65000000,2216937,67126354,15/1/25,6/11/83,4e735aa6786626e06fc13b70de21624b
Duong Thi Hoai,BFT529564,2,3,1,131.17,605,84.95,1,0,0.51,0.26,9129,87000000,758540,87783211,8/9/24,30/5/86,b9f96c1a1d3a5b2745626de97d0767e0
Dinh Thi Nga,BFT645240,2,1,0,53.35,332,103.81,0,1,0.29,0.15,9729,56000000,-3600629.213,52243475,7/11/24,2/5/81,0f585024a540bdab984ff2ce8159f45f
Hoang Thi Yen,BFT832355,2,2,0,12.15,545,79.78,1,1,0.47,0.24,12188,250000000,-6884510.107,242960200,1/7/24,26/11/86,0c209a2d15691f61d6ac5c76622eced0
Dang Thi Thao,BFT623004,2,0,1,154.71,452,118.9,0,1,0.41,0.19,7198,65000000,-1990396.11,62945448,11/7/24,21/11/92,cec9e9167e38c205d06c0b1eb2f278ce
Vu Thi Yen,BFT989630,1,2,0,89.39,462,87.7,0,2,0.42,0.2,5454,100000000,-4756942.413,94924880,28/8/24,14/8/80,c6681357fe296fc1f415be2291f0afb4
Tran Van Tuong,BFT865138,3,1,0,300,547,131.76,1,1,0.47,0.24,12527,75000000,279401.3716,75255908,7/7/24,27/10/92,a8091c00f239e6f60b6efdb35aca7130
Hoang Thi Lan,BFT609141,5,3,1,136.47,548,63.36,1,0,0.48,0.24,10672,56000000,266912.6612,56269191,25/1/25,3/4/93,21d999c38382879bc9bfdfa1758dbfd3
Pham Thi Bich,BFT337927,4,2,1,66.38,192,84.78,0,1,0.23,0.1,8120,56000000,-2924567,53201103,16/8/24,6/8/88,5e59846604c1a8900c2fea4186c77969
Duong Thi Tinh,BFT173674,3,1,1,126.95,706,65.16,2,0,0.58,0.3,9224,92000000,730621.4742,92726181,29/1/25,17/3/83,f44dd487e97ef16f34fafb434dbc87a9
Hoang Thi Oanh,BFT309577,2,2,2,140.93,423,107.94,0,1,0.4,0.19,8537,92000000,570311.9197,92558527,27/4/25,2/9/93,8b552fa5cbc657798d0c7df7f327341f
Bui Van Nhon,BFT122424,3,2,2,71.78,693,125.77,1,1,0.56,0.29,9669,75000000,4719983,79719983,21/12/24,26/6/83,e030fdb772c9d276b25446b26072cffc
Nguyen Thi Phuong,BFT610454,3,4,1,149.02,350,85.97,2,0,0.36,0.15,5855,45000000,530481.52,45504260,1/2/25,15/11/89,2310dcfd45b89711781c9cec6548d3c6
Le Van Minh,BFT241968,4,2,0,138.57,414,62.15,0,1,0.39,0.18,4286,87000000,-5308529.788,81382045,8/1/25,5/9/81,510df02b6f3cf41111d1d883778c6755
Nguyen Van Tan,BFT436125,0,2,1,64.91,900,53.4,3,0,0.69,0.38,13152,250000000,10060324.13,259605045,19/9/24,16/3/85,103df1d141e0f30dde792719377584ab
Do Van Nhan,BFT165771,4,2,0,181.9,847,78.41,2,2,0.66,0.37,9954,56000000,2160675,58104485,7/11/24,18/2/83,682ffc81648ce4833d4694f64fe6c749
Le Thi Cam,BFT528169,3,0,1,197.25,537,90.57,2,0,0.63,0.33,15745,45000000,659698.1672,45703975,2/2/25,16/6/85,24e6ee0e58f1a556bef186cc56a3422e
Le Van Sang,BFT825768,2,1,0,533,457,68.17,0,1,0.41,0.2,8718,120000000,-7681557.428,112855260,8/9/24,10/11/85,9496229ec9b995c5f366b6f43efe8066
Nguyen Van Thinh,BFT843704,2,2,0,192.52,976,96.36,3,0,0.74,0.41,,50000000,2666423.121,52723870,2/1/25,1/2/81,61d6cb34905b6a7f0bd2270e88298402
Le Van Tho,BFT377026,10,3,1,219.75,371,85.87,0,2,0.47,0.16,11127,250000000,5408784.529,255245610,13/4/25,17/4/89,eca98610947aac325b70359f6d5c30d0
Duong Van Cuong,BFT789945,0,1,0,117.43,663,78.73,1,2,0.55,0.28,11334,75000000,-1929077.231,73015965,2/11/24,27/10/94,1cf6dfa67d32c9de40c4c4d23dc2ed7b
Truong Van Dat,BFT608603,2,1,0,194.23,430,103.25,0,1,0.4,0.19,8730,50000000,-2466357.461,47388035,22/10/24,15/6/83,3cbb89741ac9b906e7eebb2df0ccc79b
Vu Van Hanh,BFT846206,3,1,,138.56,445,110.21,3,0,0.41,0.19,9975,65000000,1499211.168,66489241,9/1/25,11/9/87,340fb33086c2801e221b835305d28d6b
Duong Van Khanh,BFT570450,3,2,2,140.42,593,102.14,1,1,0.5,0.25,11807,250000000,10913944,260805885,23/10/24,5/7/84,6394d76c0ad62e0882ceec11047cd935
Tran Thi Ngoc,BFT610427,2,0,1,132.54,334,69.52,0,1,0.3,0.15,10013,75000000,-5600646.962,69717495,6/10/24,17/8/81,bf93cf6d804fc12ab8ca38058e3cafb9
Le Van Hoai,BFT336420,4,2,1,156.54,486,77.75,0,1,0.43,0.21,5801,100000000,-2177604.337,97718890,17/3/25,21/4/84,83650e10670fbcb19d16a3c819277a22
Pham Van Lam,BFT928266,4,1,0,300,480,102.29,0,1,0.43,0.21,3487,56000000,-2520003.83,53684047,22/8/24,8/9/85,d277ea095b39938e1a4cb9916d8d8843
Truong Van Nam,BFT654076,3,3,2,0,528,108.21,1,2,0.46,0.23,13502,65000000,3578844,68578844,18/6/24,18/11/90,3ab49b674df4f1128268df0cf0d7d033
Hoang Thi Mai,BFT480262,2,1,1,110.54,577,73.04,1,0,0.49,0.25,9636,80000000,-1838039,78241784,13/12/24,17/1/88,57ba71bd71c7eb57ad7fb87f213120cb
Tran Thi Bao,BFT651268,3,3,0,50.34,180,88.87,0,0,0.2,0.1,6182,65000000,-5113137.604,60119189,28/9/24,27/11/82,de0b11d4bdb737a0ba0cc5a88b40c666
Dinh Thi Huong,BFT153315,2,0,2,126.03,743,85.16,2,1,0.6,0.31,8114,80000000,2759723.419,82967232,1/10/24,11/1/89,42c30eb1adf3c50c5cff1bc3627f4b8e
Do Thi Mai,BFT389608,4,1,1,151.53,472,70.4,0,1,0.42,0.2,7813,87000000,-3518542.5,83716185,11/11/24,11/1/94,bd816ed65791b7da712bd03697209b13
Dinh Van Nam,BFT860024,3,2,2,58.19,822,68.8,2,0,0.66,0.36,4567,65000000,3233775.981,68338953,24/12/24,7/3/85,1046ba2b682bdd7315c8a5576acba3c5
Le Van Hanh,BFT822480,2,3,2,109.88,614,72.67,0,1,0.52,0.26,7404,75000000,1110532.534,76069706,30/11/24,14/7/97,8ce98e02d69384e1853922d23c91ae00
Bui Thi Minh,BFT360838,6,4,1,69.41,447,72.75,3,1,0.41,0.19,9640,50000000,2556005.191,52496311,13/5/25,22/3/90,a54b2a46dc07f2468b7a9353af84e8ed
Le Thi Huong,BFT361350,3,2,1,21.12,552,100.35,1,2,0.48,0.24,9368,100000000,1633035.862,101596610,24/12/24,21/12/92,d2e622c999c3b2872de9c022aa246c33
Nguyen Thi My,BFT210682,4,2,0,195.15,759,82.86,2,0,0.61,0.32,10610,65000000,1088912,66137958,19/6/24,16/8/84,68196bd28aedba5b3743d0db921b9691
Dinh Thi Huyen,BFT409421,3,2,0,135.2,797,120.71,2,1,0.64,0.34,9120,75000000,3378413.435,78222447,8/9/24,19/7/89,bf8dbc1479b6e392b9cb23c733f09fa9
Do Van Hoai,BFT478124,3,1,0,111.56,558,69.23,1,3,0.48,0.24,12240,45000000,-1167624.981,43940925,11/3/25,13/12/90,e7370c0fa23680a7447b52584bc2a36f
Duong Thi Thanh,BFT882608,,,2,35.71,,97.42,3,2,0.72,,10605,75000000,9919392,84708713,21/1/25,23/4/82,e3ee0f8e40a77794bcc51666540f21a7
Vu Van Phuc,BFT528868,1,1,0,10.31,471,109.17,0,1,0.42,0.2,9271,92000000,-4696118.544,87009166,4/7/24,4/1/88,d5406d4d3fd89d559322755440ddcb0e
Ngo Van Bao,BFT308275,4,1,1,167.79,587,102.39,1,0,0.5,0.25,9671,80000000,405459.2254,80405845,20/2/25,5/1/84,bcc5f3b366a44f62376e9c98e688f4f7
Tran Thi Lan,BFT399598,3,1,0,193.63,395,83.17,0,1,0.38,0.17,9356,50000000,-3045157.98,46842760,10/11/24,7/2/85,5622ac57eb7667cd0b7e52e62e41a505
Le Thi Tien,BFT303463,3,3,1,85.95,432,93.43,0,1,0.4,0.19,10519,80000000,-860687,79163976,10/3/25,2/2/85,1710a1231e0218296a6b5979e2bd947c
Ngo Van Manh,BFT448629,3,2,1,82.97,331,79.34,0,1,0.27,0.15,8889,120000000,-5160526.786,114799572,7/8/24,13/5/92,f4fc9f0cf9b439d7363373f99234ce3e
Dang Van Thang,BFT538930,1,0,0,153.6,418,74.96,0,1,0.4,0.18,10857,56000000,-4674583,51325417,16/11/24,28/9/88,5e83369a78af9df44366bb9301c9afbe
Bui Thi Lang,BFT842460,4,2,1,134.76,521,105.76,1,2,0.46,0.23,11642,65000000,1503971.386,66649828,14/7/24,18/9/92,13548942089f44a601631232c7cd497a
Hoang Van Bao,BFT156918,5,3,0,97.96,621,103.18,1,2,0.52,0.27,11740,80000000,1914126.032,81945469,19/3/25,19/12/87,cedcf7477a3b8455e76fc86a17f10166
Vu Thi Linh,BFT955701,1,2,2,188.05,640,120.25,1,0,0.53,0.27,15518,250000000,11665170.18,262177858,1/9/24,31/8/83,5e03361920bbb613b57e285806f6df30
Do Thi Dao,BFT975834,3,0,1,85.34,570,61.73,1,3,1,0.25,6370,65000000,-157496,64851475,26/6/24,26/9/98,be181014b94b19ff3e2ba1fe379558c3
Ngo Thi Ngoc,BFT536460,3,1,0,62.05,851,101.58,2,1,0.67,0.37,10020,45000000,1104944.014,46192204,21/2/25,20/3/82,43529391862893f0d7856a0e7904685c
Vu Thi Nhan,BFT454193,3,2,0,128.49,692,140,1,1,0.56,0.29,7455,50000000,1169587,51169587,26/5/25,16/2/85,e518f27f258d7c927329d21889722188
Pham Van Linh,BFT246763,2,3,0,300,573,75.95,1,2,0.49,0.25,13515,75000000,-37761,74964038,5/7/24,1/11/81,611d35922d28fb480b586ed81fd63b0d
